,0,1,2,3,4,5,6,7
538,IRO1MSMI0001,N1,فلزات اساسي,تابلو اصلي,MSMI1,I. N. C. Ind.,35425587644337450,ملي‌ صنايع‌ مس‌ ايران‌
539,IRR1MSMI0101,N1,فلزات اساسي,تابلو اصلي,MSMX1,I. N. C. Ind.-R,8731565448647588,ح . ملي‌ صنايع‌ مس‌ ايران‌
540,IRO1ENAZ0001,N2,ساخت محصولات فلزي,فهرست اوليه,ENAZ1,Azarab Energy,56240779529754100,گسترش‌صنايع‌انرژي‌آذرآب‌
541,IRR1ENAZ0101,N2,ساخت محصولات فلزي,فهرست اوليه,ENAX1,Azarab Energy-R,50545475113911465,ح . گسترش‌صنايع‌انرژي‌آذرآب‌
542,IRO1NALM0001,N2,فلزات اساسي,فهرست اوليه,NALM1,Aluminum R.,57875847776839336,نورد آلومينيوم‌
543,IRR1NALM0101,N2,فلزات اساسي,فهرست اوليه,NALX1,Aluminum R.-R,34404581741939737,ح . نورد آلومينيوم‌
544,IRO1NGFO0001,N2,فلزات اساسي,فهرست اوليه,NGFO1,R. Mill Prod.,56324206651661881,نوردوقطعات‌ فولادي‌
545,IRR1NGFO0101,N2,فلزات اساسي,فهرست اوليه,NGFX1,R. Mill Prod.-R,8175268772799530,ح . نوردوقطعات‌ فولادي‌
546,IRO1FVAN0001,N2,فلزات اساسي,فهرست اوليه,FVAN1,Kaavian Steel,20253580805051293,فولادكاويان‌
547,IRR1FVAN0101,N2,فلزات اساسي,فهرست اوليه,FVAX1,Kaavian Steel-R,48473870645523269,ح . فولادكاويان‌
548,IRO1FOLD0001,N1,فلزات اساسي,تابلو اصلي,FOLD1,Mobarakeh Steel,46348559193224090,فولاد مباركه اصفهان
549,IRR1FOLD0101,N1,فلزات اساسي,تابلو اصلي,FOLX1,Mobarakeh Steel-R,37018498887928862,ح . فولاد مباركه اصفهان
550,IRO1FAIR0001,N1,فلزات اساسي,تابلو فرعي,FAIR1,Iran Fold,40808043719554948,فولاد آلياژي ايران
551,IRR1FAIR0101,N1,فلزات اساسي,تابلو فرعي,FAIX1,Iran Fold-R,53249498382937694,ح.فولاد آلياژي ايران
552,IRO1GPRS0001,N2,قند و شكر,فهرست اوليه,GPRS1,Pars Sugar,47477233032133723,قندپارس‌
553,IRR1GPRS0101,N2,قند و شكر,فهرست اوليه,GPRX1,Pars Sugar-R,41727358876253319,ح . قندپارس‌
554,IRO1GPSH0001,N2,قند و شكر,فهرست اوليه,GPSH1,Piranshahr S.,67030488744129337,فرآورده‌هاي‌غدايي‌وقندپيرانشهر
555,IRR1GPSH0101,N2,قند و شكر,فهرست اوليه,GPSX1,Piranshahr S.-R,42230292145842208,ح . قندپيرانشهر
556,IRO1GSBE0001,N2,قند و شكر,فهرست اوليه,GSBE1,Sabet Khorasan,44967158778304588,قند ثابت‌ خراسان‌
557,IRR1GSBE0101,N2,قند و شكر,فهرست اوليه,GSBX1,Sabet Khorasan-R,49384226669172647,ح . قند ثابت‌ خراسان‌
558,IRO1GTOR0001,N2,قند و شكر,فهرست اوليه,GTOR1,Torbate Jaam S.,60021765857012878,فرآوردههاي غذايي وقندتربت‌جام‌
559,IRR1GTOR0101,N2,قند و شكر,فهرست اوليه,GTOX1,Torbate Jaam S.-R,37451083085805929,ح .غذايي و قنتربت‌جام‌
560,IRO1GGAZ0001,N2,قند و شكر,فهرست اوليه,GGAZ1,Ghazvin Sugar,15259343650667588,كارخانجات‌ قند قزوين‌
561,IRR1GGAZ0101,N2,قند و شكر,فهرست اوليه,GGAX1,Ghazvin Sugar-R,55042339780346549,ح . كارخانجات‌ قند قزوين‌
562,IRO1GGOH0001,N2,قند و شكر,فهرست اوليه,GGOH1,Ghohestan Sugar,24683827262592815,قند قهستان‌
563,IRR1GGOH0101,N2,قند و شكر,فهرست اوليه,GGOX1,Ghohestan Sugar-R,71944697706421313,ح . قند قهستان‌
564,IRO1GBIS0001,N2,قند و شكر,فهرست اوليه,GBIS1,Bisotun Sugar,33634705189692362,قند بيستون‌
565,IRR1GBIS0101,N2,قند و شكر,فهرست اوليه,GBIX1,Bisotun Sugar-R,54071352171589816,ح . قند بيستون‌
566,IRO1GSHI0001,N2,قند و شكر,فهرست اوليه,GSHI1,Shirin Khorasan,30535783752961355,قند شيرين‌ خراسان‌
567,IRR1GSHI0101,N2,قند و شكر,فهرست اوليه,GSHX1,Shirin Khorasan-R,28678187324376436,ح . قند شيرين‌ خراسان‌
568,IRO1SHKR0001,N2,قند و شكر,فهرست اوليه,SHKR1,Shahroud Sugar,35964395659427029,شكرشاهرود
569,IRR1SHKR0101,N2,قند و شكر,فهرست اوليه,SHKX1,Shahroud Sugar-R,20381036241470518,ح . ‌ شكرشاهرود
570,IRO1GHND0001,N2,قند و شكر,فهرست اوليه,GHND1,Khoy Sugar Co.,37631109616997982,شهد
571,IRR1GHND0101,N2,قند و شكر,فهرست اوليه,GHNX1,Khoy Sugar Co.-R,42965645001665951,ح . شهد
572,IRO1GBJN0001,N2,قند و شكر,فهرست اوليه,GBJN1,S.Q.B. Sugar,18356933039391862,قندشيروان‌ ،قوچان‌ وبجنورد
573,IRR1GBJN0101,N2,قند و شكر,فهرست اوليه,GBJX1,S.Q.B. Sugar-R,47752890804996793,ح . قندشيروان‌ ،قوچان‌ وبجنورد
574,IRO1GESF0001,N2,قند و شكر,فهرست اوليه,GESF1,Isfahan Sugar,40411537531154482,قنداصفهان‌
575,IRR1GESF0101,N2,قند و شكر,فهرست اوليه,GESX1,Isfahan Sugar-R,17197203950543191,ح . قنداصفهان‌
576,IRO1GLOR0001,N2,قند و شكر,فهرست اوليه,GLOR1,Lorestan Sugar,56820995669577571,قند لرستان‌
577,IRR1GLOR0101,N2,قند و شكر,فهرست اوليه,GLOX1,Lorestan Sugar-R,47415456025309183,ح . قند لرستان‌
578,IRO1GMRO0001,N2,قند و شكر,فهرست اوليه,GMRO1,Marvdasht Sugar,43342306308122676,قند مرودشت‌
579,IRR1GMRO0101,N2,قند و شكر,فهرست اوليه,GMRX1,Marvdasht Sugar-R,57007700552650971,ح . قند مرودشت‌
580,IRO1GNJN0001,N2,قند و شكر,فهرست اوليه,GNJN1,Naghsh Jahan S.,34454945407422432,قندنقش‌جهان‌
581,IRR1GNJN0101,N2,قند و شكر,فهرست اوليه,GNJX1,Naghsh Jahan S.-R,64635313423278212,ح . قندنقش‌جهان‌
582,IRO1GNBO0001,N2,قند و شكر,فهرست اوليه,GNBO1,Neyshabour S.,63380098535169030,قند  نيشابور
583,IRR1GNBO0101,N2,قند و شكر,فهرست اوليه,GNBX1,Neyshabour S.-R,55205982891279789,ح . قند نيشابور
584,IRO1GHEG0001,N2,قند و شكر,فهرست اوليه,GHEG1,Hegmatan Sugar,14398278072324784,قندهكمتان‌
585,IRR1GHEG0101,N2,قند و شكر,فهرست اوليه,GHEX1,Hegmatan Sugar-R,49762562284200125,ح . قندهكمتان‌
586,IRO1ABGN0001,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,ABGN1,Abgineh,56040335629505100,آبگينه‌
587,IRR1ABGN0101,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,ABGX1,Abgineh-R,47134988689244518,ح . آبگينه‌
588,IRO1NSAZ0001,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,NSAZ1,Azar Refract.,49353447565507376,فرآورده‌هاي‌نسوزآذر
589,IRR1NSAZ0101,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,NSAX1,Azar Refract.-R,25896842749407120,ح . فرآورده‌هاي‌نسوزآذر
590,IRO1KESF0001,N2,كاشي و سراميك,فهرست اوليه,KESF1,Isfahan Tile,55747512772958281,كاشي‌ اصفهان‌
591,IRR1KESF0101,N2,كاشي و سراميك,فهرست اوليه,KESX1,Isfahan Tile-R,57576691407491832,ح . كاشي‌ اصفهان‌
592,IRO1KALA0001,N1,فعاليتهاي كمكي به نهادهاي مالي واسط,تابلو فرعي,KALA1,Commodity Exch.,44549439964296944,بورس كالاي ايران
593,IRO1BAMA0001,N1,استخراج کانه هاي فلزي,تابلو فرعي,BAMA1,Bama,4942127026063388,باما
594,IRR1BAMA0101,N1,استخراج کانه هاي فلزي,تابلو فرعي,BAMX1,Bama-R,58330599921175874,ح . باما
595,IRO1KVEH0001,N2,فلزات اساسي,فهرست اوليه,KVEH1,Kaveh Company,60350996279289099,فولاد كاوه جنوب كيش
596,IRR1KVEH0101,N2,فلزات اساسي,فهرست اوليه,KVEX1,Kaveh Company-R,59525964192678026,ح .فولاد كاوه جنوب كيش
597,IRO1ITAL0001,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,ITAL1,Italran,13196430375349226,ايتالران‌
598,IRR1ITAL0101,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,ITAX1,Italran-R,24117226355581020,ح . ايتالران‌
599,IRO1IRGC0001,N2,سيمان، آهك و گچ,فهرست اوليه,IRGC1,Iran Chalk,37369138117139150,ايران‌ گچ‌
600,IRR1IRGC0101,N2,سيمان، آهك و گچ,فهرست اوليه,IRGX1,Iran Chalk-R,51800153073527165,ح . ايران‌ گچ‌
601,IRO1BAFG0001,N2,استخراج کانه هاي فلزي,فهرست اوليه,BAFG1,Bafgh Mining,43256212620530446,معادن‌ بافق‌
602,IRR1BAFG0101,N2,استخراج کانه هاي فلزي,فهرست اوليه,BAFX1,Bafgh Mining-R,40029719755707991,ح . معادن‌ بافق‌
603,IRO1KBRS0001,N1,فعاليتهاي كمكي به نهادهاي مالي واسط,تابلو اصلي,KBRS1,TSE Brokers,37366608481858080,كارگزاران بورس اوراق بهادار
604,IRO1KPRS0001,N2,كاشي و سراميك,فهرست اوليه,KPRS1,Pars Tile,9698674686691945,كاشي‌ پارس‌
605,IRR1KPRS0101,N2,كاشي و سراميك,فهرست اوليه,KPRX1,Pars Tile-R,58024357149774390,ح . كاشي‌ پارس‌
606,IRO1PSIR0001,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,PSIR1,Iran Glass Wool,57639364758870873,پشم‌شيشه‌ايران‌
607,IRR1PSIR0101,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,PSIX1,Iran Glass Wool-R,5920319552619760,ح . پشم‌شيشه‌ايران‌
608,IRO1TKSM0001,N2,كاشي و سراميك,فهرست اوليه,TKSM1,Takceram,24085906177899789,توليدي‌ كاشي‌ تكسرام‌
609,IRR1TKSM0101,N2,كاشي و سراميك,فهرست اوليه,TKSX1,Takceram-R,36019565007303075,ح . توليدي‌ كاشي‌ تكسرام‌
610,IRO1CHML0001,N1,استخراج کانه هاي فلزي,تابلو اصلي,CHML1,Chadormalu,18027801615184692,معدني‌وصنعتي‌چادرملو
611,IRR1CHML0101,N1,استخراج کانه هاي فلزي,تابلو اصلي,CHMX1,Chadormalu-R,43356599956782034,ح . معدني‌وصنعتي‌چادرملو
612,IRO1CHIR0001,N1,كاشي و سراميك,تابلو فرعي,CHIR1,Irana Tile,55376450081365373,چيني‌ ايران
613,IRR1CHIR0101,N1,كاشي و سراميك,تابلو فرعي,CHIX1,Irana Tile-R,44034797904823034,ح . چيني‌ ايران
614,IRO1KHFZ0001,N2,كاشي و سراميك,فهرست اوليه,KHFZ1,Hafez Tile,32257753560585502,كاشي‌ وسراميك‌ حافظ‌
615,IRR1KHFZ0101,N2,كاشي و سراميك,فهرست اوليه,KHFX1,Hafez Tile-R,29075808594290931,ح . كاشي‌ وسراميك‌ حافظ‌
616,IRO1KCHI0001,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,KCHI1,Iran China Clay,16405556680571453,صنايع‌خاك‌چيني‌ايران‌
617,IRR1KCHI0101,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,KCHX1,Iran China Clay-R,56572417882819500,ح . صنايع‌خاك‌چيني‌ايران‌
618,IRO1DMVN0001,N2,استخراج کانه هاي فلزي,فهرست اوليه,DMVN1,Damavand Min.,3623921205367364,معدني‌ دماوند
619,IRR1DMVN0101,N2,استخراج کانه هاي فلزي,فهرست اوليه,DMVX1,Damavand Min.-R,28711499450482077,ح . معدني‌ دماوند
620,IRO1TSRZ0001,N1,ساير محصولات كاني غيرفلزي,تابلو فرعي,TSRZ1,Razi P. Glasses,57086055330734195,كارخانجات‌توليدي‌شيشه‌رازي‌
621,IRR1TSRZ0101,N1,ساير محصولات كاني غيرفلزي,تابلو فرعي,TSRX1,Razi P. Glasses-R,41733197666474598,ح . ‌توليدي‌شيشه‌رازي‌
622,IRO1PKER0001,N1,محصولات شيميايي,تابلو اصلي,PKER1,Kermanshah Petr,38437201078089290,صنايع پتروشيمي كرمانشاه
623,IRR1PKER0101,N1,محصولات شيميايي,تابلو اصلي,PKEX1,Kermanshah Petr-R,66733343177003497,ح. صنايع پتروشيمي كرمانشاه
624,IRO1ROOI0001,N1,استخراج کانه هاي فلزي,تابلو اصلي,ROOI1,Iran Zinc Mines,22787503301679573,توسعه‌ معادن‌ روي‌ ايران‌
625,IRR1ROOI0101,N1,استخراج کانه هاي فلزي,تابلو اصلي,ROOX1,Iran Zinc Mines-R,29184718087541648,ح . توسعه‌ معادن‌ روي‌ ايران‌
626,IRO1SISH0001,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,SISH1,Saipa Glass,28325731560106431,سايپاشيشه‌
627,IRR1SISH0101,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,SISX1,Saipa Glass-R,25879082553156895,ح . سايپاشيشه‌
628,IRO1SINA0001,N1,كاشي و سراميك,تابلو فرعي,SINA1,Sina Tile,25001509088465005,صنايع‌ كاشي‌ و سراميك‌ سينا
629,IRR1SINA0101,N1,كاشي و سراميك,تابلو فرعي,SINX1,Sina Tile-R,13482565247432073,ح . صنايع‌ كاشي‌ وسراميك‌ سينا
630,IRO1ARDK0001,N1,ساير محصولات كاني غيرفلزي,تابلو فرعي,ARDK1,Ardekan Ceramic,4614779520007780,سراميك‌هاي‌صنعتي‌اردكان‌
631,IRR1ARDK0101,N1,ساير محصولات كاني غيرفلزي,تابلو فرعي,ARDX1,Ardekan Ceramic-R,20044076668988655,ح . سراميك‌هاي‌صنعتي‌اردكان‌
632,IRO1PSER0001,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,PSER1,Pars Ceram,20560887114747719,پارس‌ سرام‌
633,IRR1PSER0101,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,PSEX1,Pars Ceram-R,9866485009925582,ح . پارس‌ سرام‌
634,IRO1KSAD0001,N2,كاشي و سراميك,فهرست اوليه,KSAD1,Saadi Tile,29122854902865456,كاشي‌ سعدي‌
635,IRR1KSAD0101,N2,كاشي و سراميك,فهرست اوليه,KSAX1,Saadi Tile-R,1314853494617240,ح . كاشي‌ سعدي‌
636,IRO1TBAS0001,N2,استخراج زغال سنگ,فهرست اوليه,TBAS1,Negin Tabas L.,8977369674477111,ذغال‌سنگ‌ نگين‌ ط‌بس‌
637,IRR1TBAS0101,N2,استخراج زغال سنگ,فهرست اوليه,TBAX1,Negin Tabas L.-R,10168197471714005,ح . ذغال‌سنگ‌ نگين‌ ط‌بس‌
638,IRO1NSPS0001,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,NSPS1,Pars Refract.,19471788163911687,فرآورده‌هاي‌ نسوز پارس‌
639,IRR1NSPS0101,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,NSPX1,Pars Refract.-R,65836038919989820,ح . فرآورده‌هاي‌ نسوز پارس‌
640,IRO1NASI0001,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,NASI1,Iran Refract.,23837844039713715,فراورده‌ هاي‌ نسوزايران‌
641,IRR1NASI0101,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,NASX1,Iran Refract.-R,20622681776256207,ح . فراورده‌ هاي‌ نسوزايران‌
642,IRO1SHQZ0001,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,SHQZ1,Ghazvin Glass,13279867471688540,شيشه‌ قزوين‌
643,IRR1SHQZ0101,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,SHQX1,Ghazvin Glass-R,140099686459313,ح . شيشه‌ قزوين‌
644,IRO1SGAZ0001,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,SGAZ1,Glass and Gas,62346804681275278,شيشه‌ و گاز
645,IRR1SGAZ0101,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,SGAX1,Glass and Gas-R,30561102210568623,ح . شيشه‌ و گاز
646,IRO1GOLG0001,N1,استخراج کانه هاي فلزي,تابلو اصلي,GOLG1,Gol-E-Gohar.,35700344742885862,معدني و صنعتي گل گهر
647,IRR1GOLG0101,N1,استخراج کانه هاي فلزي,تابلو اصلي,GOLX1,Gol-E-Gohar.-R,62810990108260391,ح . معدني و صنعتي گل گهر
648,IRO1ALVN0001,N2,كاشي و سراميك,فهرست اوليه,ALVN1,Alvand Tile,32678431934327184,كاشي‌ الوند
649,IRR1ALVN0101,N2,كاشي و سراميك,فهرست اوليه,ALVX1,Alvand Tile-R,45727447257267582,ح . كاشي‌ الوند
650,IRO1TAMI0001,N2,استخراج ساير معادن,فهرست اوليه,TAMI1,Sand Foundry,67690708346979840,تامين‌ ماسه‌ ريخته‌گري‌
651,IRR1TAMI0101,N2,استخراج ساير معادن,فهرست اوليه,TAMX1,Sand Foundry-R,65916883530316213,ح . تامين‌ ماسه‌ ريخته‌گري‌
652,IRO1MNGZ0001,N2,استخراج کانه هاي فلزي,فهرست اوليه,MNGZ1,Iran Mn. Mines,50341528161302545,معادن‌منگنزايران‌
653,IRR1MNGZ0101,N2,استخراج کانه هاي فلزي,فهرست اوليه,MNGX1,Iran Mn. Mines-R,66630516232885208,ح . معادن‌منگنزايران‌
654,IRO1KNRZ0001,N2,استخراج کانه هاي فلزي,فهرست اوليه,KNRZ1,Saba Noor,20411759370751096,توسعه معدني و صنعتي صبانور
655,IRR1KNRZ0101,N2,استخراج کانه هاي فلزي,فهرست اوليه,KNRX1,Saba Noor-R,43501047082635150,ح توسعه معدني و صنعتي صبانور
656,IRO1NILO0001,N2,كاشي و سراميك,فهرست اوليه,NILO1,Nilou Tile,786234965064488,كاشي‌ نيلو
657,IRR1NILO0101,N2,كاشي و سراميك,فهرست اوليه,NILX1,Nilou Tile-R,42586304445866872,ح . كاشي‌ نيلو
658,IRO1BHSM0001,N2,كاشي و سراميك,فهرست اوليه,BHSM1,Behceram,11278802993290837,توليدي‌گرانيت‌بهسرام‌
659,IRR1BHSM0101,N2,كاشي و سراميك,فهرست اوليه,BHSX1,Behceram-R,55500657710269413,ح . توليدي‌گرانيت‌بهسرام‌
660,IRO1SHMD0001,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,SHMD1,Hamadan Glass,67206358287598044,شيشه‌ همدان‌
661,IRR1SHMD0101,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,SHMX1,Hamadan Glass-R,35955196754615835,ح . شيشه‌ همدان‌
662,IRO1VARZ0001,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,VARZ1,Varziran,58097053240000607,ورزيران‌
663,IRR1VARZ0101,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,VARX1,Varziran-R,56738062726001817,ح . ورزيران‌
664,IRO1ASAL0001,N2,ماشين آلات و تجهيزات,فهرست اوليه,ASAL1,Absal,63363116407864462,آبسال‌
665,IRR1ASAL0101,N2,ماشين آلات و تجهيزات,فهرست اوليه,ASAX1,Absal-R,43124071611770324,ح . آبسال‌
666,IRO1AZMA0001,N2,ماشين آلات و تجهيزات,فهرست اوليه,AZMA1,Azmayesh,59915902185156694,آزمايش‌
667,IRR1AZMA0101,N2,ماشين آلات و تجهيزات,فهرست اوليه,AZMX1,Azmayesh-R,21405564783526739,ح . آزمايش‌
668,IRO1TBHM0001,N2,ماشين آلات و تجهيزات,فهرست اوليه,TBHM1,Bahman Mfg.,23295417816476597,توليدي‌ بهمن‌
669,IRR1TBHM0101,N2,ماشين آلات و تجهيزات,فهرست اوليه,TBHX1,Bahman Mfg.-R,25524501289667446,ح . توليدي‌ بهمن‌
670,IRO1BOTA0001,N1,ماشين آلات و تجهيزات,تابلو فرعي,BOTA1,Butane Group,30650426998863332,گروه‌صنعتي‌بوتان‌
671,IRR1BOTA0101,N1,ماشين آلات و تجهيزات,تابلو فرعي,BOTX1,Butane Group-R,70528526190252660,ح . گروه‌صنعتي‌بوتان‌
672,IRO1PELC0001,N2,ساخت دستگاه‌ها و وسايل ارتباطي,فهرست اوليه,PELC1,Pars Electric,5187018329202415,پارس‌ الكتريك‌
673,IRR1PELC0101,N2,ساخت دستگاه‌ها و وسايل ارتباطي,فهرست اوليه,PELX1,Pars Electric-R,3388451018224720,ح . پارس‌ الكتريك‌
674,IRO1IRPO0001,N2,ماشين آلات و تجهيزات,فهرست اوليه,IRPO1,Iran Pouya,17393119378053108,ايران‌ پويا
675,IRR1IRPO0101,N2,ماشين آلات و تجهيزات,فهرست اوليه,IRPX1,Iran Pouya-R,13312547588339850,ح . ايران‌ پويا
676,IRO1PYAM0001,N2,ساخت دستگاه‌ها و وسايل ارتباطي,فهرست اوليه,PYAM1,Payam Ind.,38297715702941775,كارخانجات‌ صنعتي‌ پيام‌
677,IRR1PYAM0101,N2,ساخت دستگاه‌ها و وسايل ارتباطي,فهرست اوليه,PYAX1,Payam Ind.-R,10625146599769364,ح . كارخانجات‌ صنعتي‌ پيام‌
678,IRO1JJNM0001,N2,ساخت دستگاه‌ها و وسايل ارتباطي,فهرست اوليه,JJNM1,Jame Jahan Nema,67093405131120717,توليدي‌ جام‌ جهان‌ نما
679,IRR1JJNM0101,N2,ساخت دستگاه‌ها و وسايل ارتباطي,فهرست اوليه,JJNX1,Jame Jahan Nema-R,67621826314697621,ح . توليدي‌ جام‌ جهان‌ نما
680,IRO1LKPS0001,N2,ماشين آلات و تجهيزات,فهرست اوليه,LKPS1,Pars Alliance,43685510232615301,لوازم‌ خانگي‌ پارس‌
681,IRR1LKPS0101,N2,ماشين آلات و تجهيزات,فهرست اوليه,LKPX1,Pars Alliance-R,6912445055737597,ح . لوازم‌ خانگي‌ پارس‌
682,IRO1KHAZ0001,N1,ماشين آلات و تجهيزات,تابلو فرعي,KHAZ1,Pars Khazar,65414507129586385,پارس‌ خزر
683,IRR1KHAZ0101,N1,ماشين آلات و تجهيزات,تابلو فرعي,KHAX1,Pars Khazar-R,69377916525018465,ح . پارس‌ خزر
684,IRO1SRMA0001,N2,ماشين آلات و تجهيزات,فهرست اوليه,SRMA1,Sarma Afarin,55897939403232751,سرما آفرين‌
685,IRR1SRMA0101,N2,ماشين آلات و تجهيزات,فهرست اوليه,SRMX1,Sarma Afarin-R,244106582239634,ح . سرما آفرين‌
686,IRO1KMOA0001,N2,ساخت دستگاه‌ها و وسايل ارتباطي,فهرست اوليه,KMOA1,Iran Tele Fact.,21758758306221606,كارخانجات‌مخابراتي‌ايران‌
687,IRR1KMOA0101,N2,ساخت دستگاه‌ها و وسايل ارتباطي,فهرست اوليه,KMOX1,Iran Tele Fact.-R,46035314754119963,ح . كارخانجات‌مخابراتي‌ايران‌
688,IRO1SMRI0001,N2,ساخت دستگاه‌ها و وسايل ارتباطي,فهرست اوليه,SMRI1,Iran Tele.,36774567041364173,صنايع‌مخابراتي‌راه‌دورايران‌
689,IRR1SMRI0101,N2,ساخت دستگاه‌ها و وسايل ارتباطي,فهرست اوليه,SMRX1,Iran Tele.-R,57462267975967417,ح . ‌مخابراتي‌راه‌دورايران‌
690,IRO1LTOS0001,N2,فعاليتهاي كمكي به نهادهاي مالي واسط,فهرست اوليه,LTOS1,Lotos Investment,59142194115401696,تامين سرمايه لوتوس پارسيان
691,IRO1BVMA0001,N2,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,فهرست اوليه,BVMA1,Bime Ma Co.,29860265627578401,بيمه  ما
692,IRR1BVMA0101,N2,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,فهرست اوليه,BVMX1,Bime Ma Co-R,13461179188856487,ح . بيمه  ما
693,IRO1MOBN0001,N2,عرضه برق، گاز، بخاروآب گرم,فهرست اوليه,MOBN1,Mobin Petr.,27922860956133067,پتروشيمي مبين
694,IRO1DADE0001,N1,رايانه و فعاليت‌هاي وابسته به آن,تابلو فرعي,DADE1,DPI,65999092673039059,داده‌پردازي‌ايران‌
695,IRR1DADE0101,N1,رايانه و فعاليت‌هاي وابسته به آن,تابلو فرعي,DADX1,DPI-R,12639781184165880,ح . داده‌پردازي‌ايران‌
696,IRO1IAGM0001,N1,رايانه و فعاليت‌هاي وابسته به آن,تابلو فرعي,IAGM1,Iran Argham,23838634016123354,ايران‌ارقام‌
697,IRR1IAGM0101,N1,رايانه و فعاليت‌هاي وابسته به آن,تابلو فرعي,IAGX1,Iran Argham-R,66546619320950880,ح . ايران‌ارقام‌
698,IRO1BMEL0001,N1,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,تابلو فرعي,BMEL1,Mellat Insur.,13611044044646901,بيمه ملت
699,IRR1BMEL0101,N1,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,تابلو فرعي,BMEX1,Mellat Insur-R,5811747532754081,ح. بيمه ملت
700,IRO1BROJ0001,N2,منسوجات,فهرست اوليه,BROJ1,Boroujerd T.,60061422939859083,نساجي‌ بروجرد
701,IRR1BROJ0101,N2,منسوجات,فهرست اوليه,BROX1,Boroujerd T.-R,55943815270366220,ح . نساجي‌ بروجرد
702,IRO1NBRS0001,N1,فعاليتهاي كمكي به نهادهاي مالي واسط,تابلو اصلي,NBRS1,TSE financial,60095061789823130,نهادهاي مالي بورس اوراق بهادار
703,IRO1PTOS0001,N2,منسوجات,فهرست اوليه,PTOS1,Tous Woolen,71499289762741257,پشم‌ بافي‌ توس‌
704,IRR1PTOS0101,N2,منسوجات,فهرست اوليه,PTOX1,Tous Woolen-R,29112217893232632,ح . پشم‌ بافي‌ توس‌
705,IRO1NKLA0001,N1,فعاليتهاي كمكي به نهادهاي مالي واسط,تابلو فرعي,NKLA1,Good Exch.Ins.,10919655792568926,نهادهاي مالي بورس كالاي ايران
706,IRO1MRIN0001,N2,منسوجات,فهرست اوليه,MRIN1,Iranmerinos,30231789123900526,ايران‌ مرينوس‌
707,IRR1MRIN0101,N2,منسوجات,فهرست اوليه,MRIX1,Iranmerinos-R,2855515398698068,ح . ايران‌ مرينوس‌
708,IRO1HWEB0001,N2,اطلاعات و ارتباطات,فهرست اوليه,HWEB1,HiWeb,43362635835198978,داده گسترعصرنوين-هاي وب
709,IRO1HMRZ0001,N2,مخابرات,فهرست اوليه,HMRZ1,Iran Mobil Tele,68635710163497089,شركت ارتباطات سيار ايران
710,IRR1HMRZ0101,N2,مخابرات,فهرست اوليه,HMRX1,Iran Mobil Tele-R,25328018826422512,ح . شركت ارتباطات سيار ايران
711,IRO1TAZB0001,N2,انبوه سازي، املاك و مستغلات,فهرست اوليه,TAZB1,Azarbayjan Inv.,1358190916156744,سرمايه‌گذاري‌توسعه‌آذربايجان‌
712,IRR1TAZB0101,N2,انبوه سازي، املاك و مستغلات,فهرست اوليه,TAZX1,Azarbayjan Inv.-R,48981174642799639,ح . ‌توسعه‌آذربايجان‌
713,IRO1KARA0001,N2,ماشين آلات و تجهيزات,فهرست اوليه,KARA1,Karafarin Inv.,29244787813932382,سرمايه‌گذاري‌كارآفرين‌(هلدينگ‌
714,IRR1KARA0101,N2,ماشين آلات و تجهيزات,فهرست اوليه,KARX1,Karafarin Inv.-R,38203540900047502,ح . ‌كارآفرين‌(هلدينگ‌
715,IRO1ATDM0001,N2,سرمايه گذاريها,فهرست اوليه,ATDM1,Atye Damavand,33541897671561960,سرمايه‌ گذاري‌ آتيه‌ دماوند
